htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
1h,NEAR/USDT,30m,ote,1752053400000,long,bullish,true,premium,false,0.3292001156604149
1h,NEAR/USDT,30m,ote,1752339600000,short,bullish,false,discount,false,-1.0426418150975405
1h,NEAR/USDT,30m,deep,1752386400000,short,range,,premium,true,-1.0884797556719026
1h,NEAR/USDT,30m,ote,1752507000000,long,bullish,true,discount,true,1.412406119919095
1h,NEAR/USDT,30m,deep,1752548400000,long,bearish,false,discount,true,3.964486937844006
1h,NEAR/USDT,30m,ote,1752633000000,long,bullish,true,premium,false,1.4098414500129046
1h,NEAR/USDT,30m,ote,1752723000000,long,bullish,true,discount,true,0.38312288028108005
1h,NEAR/USDT,30m,ote,1752753600000,long,range,,premium,false,0.36404678298800336
1h,NEAR/USDT,30m,deep,1752782400000,long,bullish,true,discount,true,3.9371590127150373
1h,NEAR/USDT,30m,ote,1752870600000,long,range,,discount,true,-1.0033628350049064
1h,NEAR/USDT,30m,breaker,1753048800000,long,bullish,true,premium,false,0.14937431159420408
1h,NEAR/USDT,30m,ote,1753167600000,short,bearish,true,discount,false,1.405927539635936
1h,NEAR/USDT,30m,deep,1753225200000,short,bullish,false,premium,true,3.9496760370519564
1h,NEAR/USDT,30m,ote,1753369200000,short,range,,premium,true,0.3840380707321951
1h,NEAR/USDT,30m,breaker,1753367400000,short,range,,premium,true,0.19507862359550518
1h,NEAR/USDT,30m,ote,1753367400000,short,range,,premium,true,0.3871230063641315
1h,NEAR/USDT,30m,breaker,1753885800000,short,range,,discount,false,0.16065249999999873
1h,NEAR/USDT,30m,ote,1753925400000,short,bearish,true,premium,true,0.386449968193385
1h,NEAR/USDT,30m,ote,1754269200000,short,bullish,false,premium,true,-1.0065013163874983
1h,NEAR/USDT,30m,ote,1754838000000,short,range,,premium,true,0.353252986792682
1h,NEAR/USDT,30m,breaker,1754836200000,short,range,,discount,false,0.17088154761904709
1h,NEAR/USDT,30m,ote,1754897400000,long,range,,premium,false,-1.0481743657571865
1h,NEAR/USDT,30m,deep,1754906400000,long,range,,discount,true,-1.098382857290965
1h,NEAR/USDT,30m,breaker,1755010800000,short,bearish,true,premium,true,-1.0230668639053253
1h,NEAR/USDT,30m,ote,1755001800000,short,range,,premium,true,-1.0196592753667264
1h,NEAR/USDT,30m,breaker,1755174600000,long,bullish,true,discount,true,-1.0129931506849315
1h,NEAR/USDT,30m,breaker,1755450000000,long,bullish,true,discount,true,-1.02694
1h,NEAR/USDT,30m,breaker,1755599400000,short,bearish,true,discount,false,0.16530370481927678
1h,NEAR/USDT,30m,ote,1755743400000,long,range,,premium,false,-1.0325103854490625
1h,NEAR/USDT,30m,deep,1755779400000,long,range,,discount,true,-1.0661527826255577
1h,NEAR/USDT,30m,breaker,1755869400000,short,range,,discount,false,0.1430593627450965
1h,NEAR/USDT,30m,breaker,1755916200000,long,range,,premium,false,0.19118983870967723
1h,NEAR/USDT,30m,breaker,1756047600000,short,bearish,true,premium,true,0.1520425000000006
1h,NEAR/USDT,30m,breaker,1756063800000,long,bearish,false,premium,false,-1.025391780821918
1h,NEAR/USDT,30m,breaker,1756326600000,short,range,,premium,true,0.18938653755868506
1h,NEAR/USDT,30m,ote,1756470600000,short,bearish,true,premium,true,0.34140632006052046
1h,NEAR/USDT,30m,breaker,1756470600000,short,bearish,true,premium,true,0.16157006756756664
1h,NEAR/USDT,30m,breaker,1756711800000,short,range,,discount,false,0.15965902173913163
1h,NEAR/USDT,30m,breaker,1756711800000,short,range,,discount,false,0.17898233193277296
1h,NEAR/USDT,30m,breaker,1756769400000,short,range,,discount,false,-1.0269951612903225
1h,NEAR/USDT,30m,ote,1756769400000,short,range,,discount,false,-1.0237148285605837
1h,NEAR/USDT,30m,deep,1756821600000,short,bearish,true,premium,true,-1.049535746724133
1h,NEAR/USDT,30m,ote,1756962000000,long,bullish,true,discount,true,1.4084787423987577
1h,NEAR/USDT,30m,ote,1757822400000,long,bearish,false,discount,true,-1.0492641584878226
1h,NEAR/USDT,30m,breaker,1757782800000,long,bullish,true,discount,true,0.16815260204081595
1h,NEAR/USDT,30m,ote,1757820600000,long,bearish,false,discount,true,-1.0267309608085633
1h,NEAR/USDT,30m,breaker,1757770200000,long,bullish,true,premium,false,0.1845986173184355
1h,NEAR/USDT,30m,ote,1757914200000,short,range,,premium,true,1.3624748091603032
1h,NEAR/USDT,30m,breaker,1757912400000,short,range,,premium,true,0.14725249999999937
1h,NEAR/USDT,30m,breaker,1758099600000,long,range,,premium,false,0.15116416666666666
1h,NEAR/USDT,30m,ote,1758130200000,short,range,,discount,false,-1.0587009626291426
1h,NEAR/USDT,30m,deep,1758132000000,short,range,,premium,true,-1.1215229231060375
1h,NEAR/USDT,30m,breaker,1758126600000,short,range,,discount,false,-1.0459891566265063
1h,NEAR/USDT,30m,breaker,1758519000000,long,range,,discount,true,0.19290261182108653
1h,NEAR/USDT,30m,breaker,1758303000000,long,bullish,true,discount,true,-1.0088625550660792
1h,NEAR/USDT,30m,ote,1758274200000,long,bullish,true,premium,false,-1.0433121243905754
1h,NEAR/USDT,30m,deep,1758279600000,long,bullish,true,discount,true,-1.0883783501858442
1h,NEAR/USDT,30m,breaker,1759046400000,short,range,,discount,false,0.15371426470588087
1h,NEAR/USDT,30m,breaker,1759122000000,long,range,,premium,false,0.17232659090909175
1h,NEAR/USDT,30m,ote,1759122000000,long,range,,premium,false,-1.0321198473282442
1h,NEAR/USDT,30m,deep,1759150800000,long,range,,discount,true,-1.0653492146596857
1h,NEAR/USDT,30m,ote,1759307400000,short,range,,premium,true,-1.0360545179324305
1h,NEAR/USDT,30m,deep,1759307400000,short,range,,premium,true,-1.0749257882065195
1h,NEAR/USDT,30m,breaker,1759307400000,short,range,,premium,true,-1.0281890510948906
1h,NEAR/USDT,30m,ote,1759307400000,short,range,,premium,true,-1.0262842565756352
1h,NEAR/USDT,30m,deep,1759307400000,short,range,,premium,true,-1.0548225802838984
1h,NEAR/USDT,30m,breaker,1759264200000,short,range,,discount,false,-1.0205096256684492
1h,NEAR/USDT,30m,ote,1759307400000,short,range,,premium,true,0.3912093040395655
1h,NEAR/USDT,30m,deep,1759307400000,short,range,,premium,true,-1.0395431105158488
1h,NEAR/USDT,30m,breaker,1759588200000,long,bearish,false,discount,true,0.19432368384401136
1h,NEAR/USDT,30m,ote,1759550400000,long,range,,discount,true,-1.053171828426027
1h,NEAR/USDT,30m,deep,1759573800000,long,range,,discount,true,-1.1086655946148092
1h,NEAR/USDT,30m,breaker,1759510800000,long,bearish,false,premium,false,0.1653005612244894
1h,NEAR/USDT,30m,breaker,1759658400000,long,bearish,false,premium,false,-1.0203409756097561
1h,NEAR/USDT,30m,ote,1759674600000,long,range,,discount,true,-1.0086887523785333
1h,NEAR/USDT,30m,deep,1759685400000,long,range,,discount,true,-1.0418731020942407
1h,NEAR/USDT,30m,breaker,1759809600000,long,range,,discount,true,0.14758279411764788
1h,NEAR/USDT,30m,breaker,1760353200000,long,range,,premium,false,-1.0370247311827956
1h,NEAR/USDT,30m,breaker,1760608800000,short,bullish,false,premium,true,0.8952202173913038
1h,NEAR/USDT,30m,breaker,1760868000000,short,bullish,false,premium,true,0.18708124999999945
1h,NEAR/USDT,30m,breaker,1761010200000,long,bearish,false,discount,true,0.18867291899441316
1h,NEAR/USDT,30m,ote,1761055200000,short,range,,premium,true,-1.073882465880176
1h,NEAR/USDT,30m,deep,1761055200000,short,range,,premium,true,-1.1527602570204667
1h,NEAR/USDT,30m,breaker,1761049800000,short,range,,premium,true,0.15196795454545395
1h,NEAR/USDT,30m,ote,1761048000000,short,range,,premium,true,-1.0320763418885617
1h,NEAR/USDT,30m,deep,1761055200000,short,range,,premium,true,-1.0667403265036899
1h,NEAR/USDT,30m,ote,1761064200000,long,range,,premium,false,-1.022705089058524
1h,NEAR/USDT,30m,deep,1761089400000,long,bullish,true,discount,true,-1.0459774869109946
1h,NEAR/USDT,30m,breaker,1761618600000,long,range,,discount,true,0.14133579787234127
1h,NEAR/USDT,30m,ote,1762124400000,short,range,,premium,true,-1.0745887062047363
1h,NEAR/USDT,30m,deep,1762126200000,short,range,,premium,true,-1.1542134111961329
1h,NEAR/USDT,30m,breaker,1762119000000,short,bearish,true,premium,true,0.15145250000000207
1h,NEAR/USDT,30m,ote,1762444800000,long,range,,discount,true,1.3851344726747892
1h,NEAR/USDT,30m,deep,1762446600000,long,range,,discount,true,3.9083730249277044
1h,NEAR/USDT,30m,breaker,1762444800000,long,range,,discount,true,0.1670034701492541
1h,NEAR/USDT,30m,breaker,1762675200000,long,range,,discount,true,0.2012721097814777
1h,NEAR/USDT,30m,ote,1762608600000,long,range,,premium,false,0.383613915967097
1h,NEAR/USDT,30m,deep,1762675200000,long,range,,discount,true,1.3192270626966964
1h,NEAR/USDT,30m,breaker,1762830000000,short,bearish,true,premium,true,0.8807497368421038
1h,NEAR/USDT,30m,ote,1763236800000,long,bearish,false,discount,true,0.36922288333507697
1h,NEAR/USDT,30m,breaker,1763197200000,long,range,,discount,true,0.18298448630137007
1h,NEAR/USDT,30m,breaker,1763265600000,short,bearish,true,discount,false,-1.032703738317757
1h,NEAR/USDT,30m,ote,1763431200000,short,range,,premium,true,1.4223177334116253
1h,NEAR/USDT,30m,ote,1763496000000,long,range,,premium,false,-1.0318139383658467
1h,NEAR/USDT,30m,deep,1763528400000,long,bullish,true,discount,true,-1.0647197789412453
1h,NEAR/USDT,30m,breaker,1763994600000,long,bullish,true,premium,false,0.16598003968254002
1h,NEAR/USDT,30m,ote,1764214200000,long,bullish,true,discount,true,-1.0340696837513632
1h,NEAR/USDT,30m,breaker,1764316800000,short,bearish,true,premium,true,0.1396919736842094
1h,NEAR/USDT,30m,breaker,1764741600000,short,bearish,true,premium,true,0.18386533185840703
1h,NEAR/USDT,30m,breaker,1764687600000,short,range,,premium,true,0.19274218253968262
1h,NEAR/USDT,30m,ote,1764680400000,short,range,,premium,true,0.3849447201017817
1h,NEAR/USDT,30m,breaker,1764675000000,short,range,,premium,true,0.19579125000000008
1h,NEAR/USDT,30m,ote,1764858600000,long,bullish,true,discount,true,-1.0402690404870036
1h,NEAR/USDT,30m,deep,1764874800000,long,bullish,true,discount,true,-1.0821169262376564
1h,NEAR/USDT,30m,breaker,1764806400000,long,range,,premium,false,0.17471775316455745
1h,NEAR/USDT,30m,ote,1764867600000,long,bullish,true,discount,true,-1.010698556295454
1h,NEAR/USDT,30m,breaker,1765098000000,long,bearish,false,discount,true,0.11691349999999782
1h,NEAR/USDT,30m,breaker,1765110600000,short,bearish,true,discount,false,0.13393798387096809
1h,NEAR/USDT,30m,breaker,1765143000000,long,bearish,false,premium,false,0.1791365804597694
1h,NEAR/USDT,30m,ote,1765944000000,long,range,,discount,true,0.3435900551314672
1h,NEAR/USDT,30m,deep,1765981800000,long,bearish,false,discount,true,1.2368743019197286
1h,NEAR/USDT,30m,breaker,1765931400000,long,range,,discount,true,0.16283708333333236
1h,NEAR/USDT,30m,ote,1766066400000,short,range,,premium,true,0.37292704471101334
1h,NEAR/USDT,30m,deep,1766071800000,short,range,,premium,true,1.2950169035153318
1h,NEAR/USDT,30m,breaker,1766064600000,short,range,,discount,false,0.18634535714285694
1h,NEAR/USDT,30m,ote,1766430000000,long,bullish,true,discount,true,-1.0276587574215437
1h,NEAR/USDT,30m,deep,1766457000000,long,range,,discount,true,-1.0561701134380452
1h,NEAR/USDT,30m,breaker,1766658600000,long,bullish,true,discount,true,0.1487680882352949
1h,NEAR/USDT,30m,breaker,1766714400000,short,bearish,true,discount,false,-1.0442489361702127
1h,NEAR/USDT,30m,breaker,1766734200000,long,bearish,false,premium,false,0.18382090425531905
1h,NEAR/USDT,30m,breaker,1767000600000,long,range,,discount,true,-1.0453510638297872
1h,NEAR/USDT,30m,breaker,1767081600000,short,range,,premium,true,0.17029387931034393
1h,NEAR/USDT,30m,breaker,1767214800000,short,bearish,true,premium,true,-1.07585
1h,NEAR/USDT,30m,ote,1767216600000,short,bearish,true,premium,true,-1.0214276179291446
1h,NEAR/USDT,30m,ote,1767594600000,long,range,,premium,false,0.3192772642871911
1h,NEAR/USDT,30m,deep,1767603600000,long,range,,discount,true,3.8521275788877816
1h,NEAR/USDT,30m,breaker,1767580200000,long,range,,premium,false,0.1437272297297309
1h,NEAR/USDT,30m,ote,1767713400000,long,bullish,true,premium,false,0.3377916030534347
1h,NEAR/USDT,30m,deep,1767717000000,long,bullish,true,discount,true,-1.1284591623036657
1h,NEAR/USDT,30m,breaker,1767713400000,long,bullish,true,premium,false,0.15827950000000018
1h,NEAR/USDT,30m,ote,1767981600000,long,bearish,false,premium,false,0.33824919423240024
1h,NEAR/USDT,30m,deep,1767985200000,long,range,,discount,true,1.2258849912740042
1h,NEAR/USDT,30m,breaker,1767981600000,long,bearish,false,premium,false,0.1586391666666657
1h,NEAR/USDT,30m,ote,1768203000000,long,range,,premium,false,-1.0471495865139948
1h,NEAR/USDT,30m,deep,1768206600000,long,range,,discount,true,-1.0962742801047118
1h,NEAR/USDT,30m,breaker,1768188600000,long,range,,premium,false,0.16969593750000014
1h,NEAR/USDT,30m,ote,1768230000000,short,range,,discount,false,-1.0339251712663926
1h,NEAR/USDT,30m,deep,1768235400000,short,range,,premium,true,-1.0705444623439389
1h,NEAR/USDT,30m,breaker,1768446000000,long,bearish,false,discount,true,0.1851845689655167
1h,NEAR/USDT,30m,breaker,1768586400000,short,bearish,true,discount,false,-1.0416620689655174
1h,NEAR/USDT,30m,breaker,1768689000000,long,range,,discount,true,-1.0289024096385542
1h,NEAR/USDT,30m,breaker,1769439600000,short,bullish,false,premium,true,0.18288295977011554
1h,NEAR/USDT,30m,breaker,1770064200000,long,range,,premium,false,-1.0233999999999999
1h,NEAR/USDT,30m,breaker,1770145200000,short,bullish,false,discount,false,0.16704499999999944
1h,NEAR/USDT,30m,breaker,1770395400000,short,range,,premium,true,0.19552817567567526
1h,NEAR/USDT,30m,breaker,1770591600000,short,bearish,true,premium,true,0.1426434090909096
1h,NEAR/USDT,30m,breaker,1770658200000,short,bearish,true,premium,true,0.874137352941178
1h,NEAR/USDT,30m,breaker,1770818400000,short,bearish,true,premium,true,0.1560024999999999
1h,NEAR/USDT,30m,ote,1770897600000,long,range,,premium,false,-1.0280891461227213
1h,NEAR/USDT,30m,deep,1770899400000,long,range,,discount,true,-1.0570556776242381
1h,NEAR/USDT,30m,ote,1770922800000,short,range,,discount,false,-1.0257818140996857
1h,NEAR/USDT,30m,deep,1770964200000,short,range,,premium,true,-1.053788758854327
1h,NEAR/USDT,30m,breaker,1771255800000,long,bearish,false,discount,true,0.12628573529412093
1h,NEAR/USDT,30m,breaker,1771162200000,long,range,,discount,true,0.19323083333333363
1h,NEAR/USDT,30m,ote,1771162200000,long,range,,discount,true,0.38487870960995585
1h,NEAR/USDT,30m,breaker,1771511400000,short,bearish,true,discount,false,0.13647618421052735
1h,NEAR/USDT,30m,breaker,1771587000000,long,range,,premium,false,0.11745083333333005
1h,NEAR/USDT,30m,ote,1771718400000,long,bullish,true,discount,true,-1.0483697468862998
1h,NEAR/USDT,30m,deep,1771727400000,long,bullish,true,discount,true,-1.0987848718655278
1h,NEAR/USDT,30m,breaker,1771689600000,long,bullish,true,discount,true,-1.0381684210526314
1h,NEAR/USDT,30m,ote,1771689600000,long,bullish,true,discount,true,-1.020763759468866
1h,NEAR/USDT,30m,deep,1771768800000,long,bullish,true,discount,true,-1.0419830234097611
1h,NEAR/USDT,30m,breaker,1771684200000,long,bullish,true,premium,false,-1.0164701149425288
1h,NEAR/USDT,30m,ote,1771826400000,short,range,,premium,true,0.3275321882951652
1h,NEAR/USDT,30m,deep,1771828200000,short,range,,premium,true,1.2016128272251179
1h,NEAR/USDT,30m,breaker,1771826400000,short,range,,premium,true,0.15066499999999905
1h,NEAR/USDT,30m,ote,1771882200000,short,bearish,true,discount,false,-1.0363774263904035
1h,NEAR/USDT,30m,deep,1771981200000,short,range,,premium,true,-1.0755902019446522
1h,NEAR/USDT,30m,ote,1771992000000,long,bullish,true,discount,true,1.393541185023627
1h,NEAR/USDT,30m,breaker,1772123400000,long,range,,discount,true,0.9017201479289945
1h,NEAR/USDT,30m,breaker,1772083800000,long,bullish,true,premium,false,0.1999330704697986
1h,NEAR/USDT,30m,ote,1772123400000,long,range,,discount,true,1.4203462165435206
1h,NEAR/USDT,30m,ote,1772091000000,long,bullish,true,premium,false,1.424596890794382
1h,NEAR/USDT,30m,breaker,1772301600000,short,bearish,true,premium,true,-1.0247666666666666
1h,NEAR/USDT,30m,ote,1772395200000,long,bullish,true,discount,true,1.4149344751641113
1h,NEAR/USDT,30m,breaker,1772335800000,long,bearish,false,premium,false,0.1923781722689071
1h,NEAR/USDT,30m,breaker,1772964000000,short,bearish,true,premium,true,0.18609191176470627
1h,NEAR/USDT,30m,ote,1772971200000,long,bearish,false,premium,false,-1.0479208085948546
1h,NEAR/USDT,30m,deep,1772983800000,long,range,,discount,true,-1.0978611401977891
1h,NEAR/USDT,30m,ote,1773180000000,long,range,,discount,true,1.4101677222684104
1h,NEAR/USDT,30m,breaker,1773165600000,long,range,,premium,false,0.8942420297029698
1h,NEAR/USDT,30m,breaker,1773388800000,long,bullish,true,discount,true,0.192653528368794
1h,NEAR/USDT,30m,breaker,1773529200000,short,bearish,true,premium,true,-1.0343254545454545
1h,NEAR/USDT,30m,breaker,1773549000000,long,range,,premium,false,0.1634213095238095
1h,NEAR/USDT,30m,ote,1773896400000,long,bearish,false,discount,true,-1.0303405036863051
1h,NEAR/USDT,30m,breaker,1773649800000,long,bullish,true,discount,true,0.8883757692307688
1h,NEAR/USDT,30m,ote,1773896400000,long,bearish,false,discount,true,-1.0101386132315522
1h,NEAR/USDT,30m,breaker,1773837000000,long,bearish,false,discount,true,-1.00811875
1h,NEAR/USDT,30m,ote,1773842400000,long,bearish,false,discount,true,-1.0086483058792017
1h,NEAR/USDT,30m,deep,1773896400000,long,bearish,false,discount,true,-1.0313907616956595
1h,NEAR/USDT,30m,ote,1773896400000,long,bearish,false,discount,true,1.426179042889114
1h,NEAR/USDT,30m,deep,1773851400000,long,bearish,false,discount,true,-1.0237925634117826
1h,NEAR/USDT,30m,breaker,1774843200000,short,range,,premium,true,0.16506916666666632
1h,NEAR/USDT,30m,ote,1774881000000,long,bullish,true,discount,true,0.36580836463508276
1h,NEAR/USDT,30m,deep,1774897200000,long,bullish,true,discount,true,1.2825905094323995
1h,NEAR/USDT,30m,breaker,1774877400000,long,bullish,true,discount,true,0.18030067460317495
1h,NEAR/USDT,30m,ote,1775185200000,short,bullish,false,premium,true,-1.0284874469889738
1h,NEAR/USDT,30m,breaker,1775412000000,long,bearish,false,discount,true,0.186975028089888
1h,NEAR/USDT,30m,breaker,1775368800000,long,bearish,false,discount,true,0.1903749774774772
