ladder,symbol,timeframe,scenario,entryAt,direction,netR
t100-only,XRP/USDT,30m,ote,1772506800000,long,0.227631438471114
canon,XRP/USDT,30m,deep,1772526600000,long,3.9077123315138502
t100-241,XRP/USDT,30m,deep,1772526600000,long,0.7106844324384501
t100-141-241,XRP/USDT,30m,deep,1772526600000,long,0.4386777505476936
t100-161-241,XRP/USDT,30m,deep,1772526600000,long,0.4386777505476936
t100-only,XRP/USDT,30m,deep,1772526600000,long,1.52670447811072
canon,XRP/USDT,30m,ote,1772737200000,short,1.3816799466860483
t100-241,XRP/USDT,30m,ote,1772737200000,short,1.1207352901974994
t100-141-241,XRP/USDT,30m,ote,1772737200000,short,0.9955667151338863
t100-161-241,XRP/USDT,30m,ote,1772737200000,short,1.0804267660244717
t100-only,XRP/USDT,30m,ote,1772737200000,short,0.22334025202956231
canon,XRP/USDT,30m,ote,1773043200000,short,-1.0806698049194234
t100-241,XRP/USDT,30m,ote,1773043200000,short,0.061942705682784135
t100-141-241,XRP/USDT,30m,ote,1773043200000,short,0.01463853548204827
t100-161-241,XRP/USDT,30m,ote,1773043200000,short,0.01463853548204827
t100-only,XRP/USDT,30m,ote,1773043200000,short,0.20385521628499173
canon,XRP/USDT,30m,deep,1773048600000,short,-1.1667258289703313
t100-241,XRP/USDT,30m,deep,1773048600000,short,-1.1667258289703313
t100-141-241,XRP/USDT,30m,deep,1773048600000,short,-1.1667258289703313
t100-161-241,XRP/USDT,30m,deep,1773048600000,short,-1.1667258289703313
t100-only,XRP/USDT,30m,deep,1773048600000,short,-1.1667258289703313
canon,XRP/USDT,30m,ote,1773070200000,long,0.32849100829872335
t100-241,XRP/USDT,30m,ote,1773070200000,long,0.06780716605953893
t100-141-241,XRP/USDT,30m,ote,1773070200000,long,0.020702234648394414
t100-161-241,XRP/USDT,30m,ote,1773070200000,long,0.020702234648394414
t100-only,XRP/USDT,30m,ote,1773070200000,long,0.20912196029297248
canon,XRP/USDT,30m,ote,1773165600000,long,1.4083617951766079
t100-241,XRP/USDT,30m,ote,1773165600000,long,0.113369892187722
t100-141-241,XRP/USDT,30m,ote,1773165600000,long,0.06743323580550595
t100-161-241,XRP/USDT,30m,ote,1773165600000,long,0.06743323580550595
t100-only,XRP/USDT,30m,ote,1773165600000,long,0.25117986133437015
canon,XRP/USDT,30m,ote,1773946800000,short,1.3836139753376404
t100-241,XRP/USDT,30m,ote,1773946800000,short,0.08514669211195942
t100-141-241,XRP/USDT,30m,ote,1773946800000,short,0.038437495922228795
t100-161-241,XRP/USDT,30m,ote,1773946800000,short,0.038437495922228795
t100-only,XRP/USDT,30m,ote,1773946800000,short,0.22527428068115127
canon,XRP/USDT,30m,deep,1773993600000,short,3.903763834071669
t100-241,XRP/USDT,30m,deep,1773993600000,short,3.366846294804655
t100-141-241,XRP/USDT,30m,deep,1773993600000,short,3.109300483286331
t100-161-241,XRP/USDT,30m,deep,1773993600000,short,3.2839078131292636
t100-only,XRP/USDT,30m,deep,1773993600000,short,1.5203737817156568
canon,XRP/USDT,30m,ote,1774263600000,short,0.34489814412258674
t100-241,XRP/USDT,30m,ote,1774263600000,short,0.08395348763403718
t100-141-241,XRP/USDT,30m,ote,1774263600000,short,0.30465638313608084
t100-161-241,XRP/USDT,30m,ote,1774263600000,short,0.3895164340266669
t100-only,XRP/USDT,30m,ote,1774263600000,short,0.22417286116306914
canon,XRP/USDT,30m,ote,1774180800000,short,0.3272055218591207
t100-241,XRP/USDT,30m,ote,1774180800000,short,0.0662608653705705
t100-141-241,XRP/USDT,30m,ote,1774180800000,short,0.019067417213112208
t100-161-241,XRP/USDT,30m,ote,1774180800000,short,0.019067417213112208
t100-only,XRP/USDT,30m,ote,1774180800000,short,0.2078412098429454
canon,XRP/USDT,30m,deep,1774263600000,short,-1.1571573575236078
t100-241,XRP/USDT,30m,deep,1774263600000,short,-1.1571573575236078
t100-141-241,XRP/USDT,30m,deep,1774263600000,short,-1.1571573575236078
t100-161-241,XRP/USDT,30m,deep,1774263600000,short,-1.1571573575236078
t100-only,XRP/USDT,30m,deep,1774263600000,short,-1.1571573575236078
canon,XRP/USDT,30m,ote,1774263600000,short,0.3865944776224428
t100-241,XRP/USDT,30m,ote,1774263600000,short,0.12564982113389347
t100-141-241,XRP/USDT,30m,ote,1774263600000,short,0.07997916671395597
t100-161-241,XRP/USDT,30m,ote,1774263600000,short,0.07997916671395597
t100-only,XRP/USDT,30m,ote,1774263600000,short,0.26266178439370597
canon,XRP/USDT,30m,ote,1774306800000,long,-1.0305499605159254
t100-241,XRP/USDT,30m,ote,1774306800000,long,-1.0305499605159254
t100-141-241,XRP/USDT,30m,ote,1774306800000,long,-1.0305499605159254
t100-161-241,XRP/USDT,30m,ote,1774306800000,long,-1.0305499605159254
t100-only,XRP/USDT,30m,ote,1774306800000,long,-1.0305499605159254
canon,XRP/USDT,30m,ote,1775514600000,long,0.3594056596236195
t100-241,XRP/USDT,30m,ote,1775514600000,long,0.09872181738443248
t100-141-241,XRP/USDT,30m,ote,1775514600000,long,0.052409569340593556
t100-161-241,XRP/USDT,30m,ote,1775514600000,long,0.052409569340593556
t100-only,XRP/USDT,30m,ote,1775514600000,long,0.2376585615159492
canon,XRP/USDT,30m,deep,1775570400000,long,3.928344055894073
t100-241,XRP/USDT,30m,deep,1775570400000,long,3.3919631658417146
t100-141-241,XRP/USDT,30m,deep,1775570400000,long,3.1346747714263588
t100-161-241,XRP/USDT,30m,deep,1775570400000,long,3.3091075811994823
t100-only,XRP/USDT,30m,deep,1775570400000,long,1.5473362024909316
canon,XRP/USDT,30m,ote,1775658600000,long,1.4075881344582801
t100-241,XRP/USDT,30m,ote,1775658600000,long,0.112531759742868
t100-141-241,XRP/USDT,30m,ote,1775658600000,long,0.06657361278514312
t100-161-241,XRP/USDT,30m,ote,1775658600000,long,0.06657361278514312
t100-only,XRP/USDT,30m,ote,1775658600000,long,0.25040620061604263
canon,XRP/USDT,30m,ote,1776090600000,short,-1.0591760708486535
t100-241,XRP/USDT,30m,ote,1776090600000,short,0.0819011730342113
t100-141-241,XRP/USDT,30m,ote,1776090600000,short,0.03510875840658971
t100-161-241,XRP/USDT,30m,ote,1776090600000,short,0.03510875840658971
t100-only,XRP/USDT,30m,ote,1776090600000,short,0.2222784169170761
canon,XRP/USDT,30m,deep,1776117600000,short,-1.1225005017985383
t100-241,XRP/USDT,30m,deep,1776117600000,short,-1.1225005017985383
t100-141-241,XRP/USDT,30m,deep,1776117600000,short,-1.1225005017985383
t100-161-241,XRP/USDT,30m,deep,1776117600000,short,-1.1225005017985383
t100-only,XRP/USDT,30m,deep,1776117600000,short,-1.1225005017985383
canon,XRP/USDT,30m,ote,1776191400000,long,1.3887294851685277
t100-241,XRP/USDT,30m,ote,1776191400000,long,1.1280456429293426
t100-141-241,XRP/USDT,30m,ote,1776191400000,long,1.0030021738877817
t100-161-241,XRP/USDT,30m,ote,1776191400000,long,1.0877774071362984
t100-only,XRP/USDT,30m,ote,1776191400000,long,0.23154755132629057
canon,XRP/USDT,30m,ote,1776177000000,long,0.30589789544113666
t100-241,XRP/USDT,30m,ote,1776177000000,long,0.04521405320195088
t100-141-241,XRP/USDT,30m,ote,1776177000000,long,0.2666875233586439
t100-161-241,XRP/USDT,30m,ote,1776177000000,long,-0.0024701887952849194
t100-only,XRP/USDT,30m,ote,1776177000000,long,0.1882667791936583
canon,XRP/USDT,30m,deep,1776178800000,long,-1.1991314052689754
t100-241,XRP/USDT,30m,deep,1776178800000,long,-1.1991314052689754
t100-141-241,XRP/USDT,30m,deep,1776178800000,long,-1.1991314052689754
t100-161-241,XRP/USDT,30m,deep,1776178800000,long,-1.1991314052689754
t100-only,XRP/USDT,30m,deep,1776178800000,long,-1.1991314052689754
canon,XRP/USDT,30m,ote,1776337200000,long,0.316505171821761
t100-241,XRP/USDT,30m,ote,1776337200000,long,0.055821329582575935
t100-141-241,XRP/USDT,30m,ote,1776337200000,long,0.008409069030996513
t100-161-241,XRP/USDT,30m,ote,1776337200000,long,0.008409069030996513
t100-only,XRP/USDT,30m,ote,1776337200000,long,0.19805811123731415
canon,XRP/USDT,30m,ote,1776578400000,long,0.38390032498744453
t100-241,XRP/USDT,30m,ote,1776578400000,long,0.12321648274825887
t100-141-241,XRP/USDT,30m,ote,1776578400000,long,0.0775323030470821
t100-161-241,XRP/USDT,30m,ote,1776578400000,long,0.0775323030470821
t100-only,XRP/USDT,30m,ote,1776578400000,long,0.2602690218517891
canon,XRP/USDT,30m,ote,1776508200000,long,-1.0120161925740254
t100-241,XRP/USDT,30m,ote,1776508200000,long,0.12425635625941575
t100-141-241,XRP/USDT,30m,ote,1776508200000,long,0.07859883998160198
t100-161-241,XRP/USDT,30m,ote,1776508200000,long,0.07859883998160198
t100-only,XRP/USDT,30m,ote,1776508200000,long,0.26122890509285707
canon,XRP/USDT,30m,ote,1776668400000,short,0.3754392103751131
t100-241,XRP/USDT,30m,ote,1776668400000,short,0.11449455388656392
t100-141-241,XRP/USDT,30m,ote,1776668400000,short,0.3344143451257222
t100-161-241,XRP/USDT,30m,ote,1776668400000,short,0.06853786697310503
t100-only,XRP/USDT,30m,ote,1776668400000,short,0.25236461462694054
canon,XRP/USDT,30m,ote,1776886200000,long,-1.0659463566967387
t100-241,XRP/USDT,30m,ote,1776886200000,long,-1.0659463566967387
t100-141-241,XRP/USDT,30m,ote,1776886200000,long,-1.0659463566967387
t100-161-241,XRP/USDT,30m,ote,1776886200000,long,-1.0659463566967387
t100-only,XRP/USDT,30m,ote,1776886200000,long,-1.0659463566967387
canon,XRP/USDT,30m,deep,1776902400000,long,-1.1349503569728698
t100-241,XRP/USDT,30m,deep,1776902400000,long,-1.1349503569728698
t100-141-241,XRP/USDT,30m,deep,1776902400000,long,-1.1349503569728698
t100-161-241,XRP/USDT,30m,deep,1776902400000,long,-1.1349503569728698
t100-only,XRP/USDT,30m,deep,1776902400000,long,-1.1349503569728698
canon,XRP/USDT,30m,ote,1777431600000,short,-1.1200668006539571
t100-241,XRP/USDT,30m,ote,1777431600000,short,0.02535978107214551
t100-141-241,XRP/USDT,30m,ote,1777431600000,short,-0.022882412836555344
t100-161-241,XRP/USDT,30m,ote,1777431600000,short,-0.022882412836555344
t100-only,XRP/USDT,30m,ote,1777431600000,short,0.17008636279824807
canon,XRP/USDT,30m,deep,1777437000000,short,-1.2477887573665207
t100-241,XRP/USDT,30m,deep,1777437000000,short,-1.2477887573665207
t100-141-241,XRP/USDT,30m,deep,1777437000000,short,-1.2477887573665207
t100-161-241,XRP/USDT,30m,deep,1777437000000,short,-1.2477887573665207
t100-only,XRP/USDT,30m,deep,1777437000000,short,-1.2477887573665207
canon,XRP/USDT,30m,ote,1778072400000,long,0.37367305191487704
t100-241,XRP/USDT,30m,ote,1778072400000,long,0.11298920967569122
t100-141-241,XRP/USDT,30m,ote,1778072400000,long,0.33272485530741663
t100-161-241,XRP/USDT,30m,ote,1778072400000,long,0.06704279220342299
t100-only,XRP/USDT,30m,ote,1778072400000,long,0.250828462092496
canon,XRP/USDT,30m,ote,1778261400000,short,-1.0376280525894437
t100-241,XRP/USDT,30m,ote,1778261400000,short,-1.0376280525894437
t100-141-241,XRP/USDT,30m,ote,1778261400000,short,-1.0376280525894437
t100-161-241,XRP/USDT,30m,ote,1778261400000,short,-1.0376280525894437
t100-only,XRP/USDT,30m,ote,1778261400000,short,-1.0376280525894437
canon,XRP/USDT,30m,deep,1778290200000,short,-1.0781634799353472
t100-241,XRP/USDT,30m,deep,1778290200000,short,-1.0781634799353472
t100-141-241,XRP/USDT,30m,deep,1778290200000,short,-1.0781634799353472
t100-161-241,XRP/USDT,30m,deep,1778290200000,short,-1.0781634799353472
t100-only,XRP/USDT,30m,deep,1778290200000,short,-1.0781634799353472
canon,XRP/USDT,30m,ote,1778596200000,long,1.33914443673374
t100-241,XRP/USDT,30m,ote,1778596200000,long,0.038384420541288725
t100-141-241,XRP/USDT,30m,ote,1778596200000,long,-0.009474940242117036
t100-161-241,XRP/USDT,30m,ote,1778596200000,long,-0.009474940242117036
t100-only,XRP/USDT,30m,ote,1778596200000,long,0.18196250289150603
canon,XRP/USDT,30m,deep,1778598000000,long,3.8137443122322474
t100-241,XRP/USDT,30m,deep,1778598000000,long,3.2773634221798944
t100-141-241,XRP/USDT,30m,deep,1778598000000,long,3.0200750277645376
t100-161-241,XRP/USDT,30m,deep,1778598000000,long,3.194507837537659
t100-only,XRP/USDT,30m,deep,1778598000000,long,1.432736458829118
canon,XRP/USDT,30m,ote,1778592600000,long,0.3762492008244455
t100-241,XRP/USDT,30m,ote,1778592600000,long,0.11556535858525983
t100-141-241,XRP/USDT,30m,ote,1778592600000,long,0.06968499621323686
t100-161-241,XRP/USDT,30m,ote,1778592600000,long,0.06968499621323686
t100-only,XRP/USDT,30m,ote,1778592600000,long,0.2532064457013287
canon,XRP/USDT,30m,ote,1778823000000,long,-1.0472215342569033
t100-241,XRP/USDT,30m,ote,1778823000000,long,0.09156568183959937
t100-141-241,XRP/USDT,30m,ote,1778823000000,long,0.045069943140765165
t100-161-241,XRP/USDT,30m,ote,1778823000000,long,0.045069943140765165
t100-only,XRP/USDT,30m,ote,1778823000000,long,0.23105289793610204
canon,XRP/USDT,30m,deep,1778851800000,long,-1.0964223191778173
t100-241,XRP/USDT,30m,deep,1778851800000,long,-1.0964223191778173
t100-141-241,XRP/USDT,30m,deep,1778851800000,long,-1.0964223191778173
t100-161-241,XRP/USDT,30m,deep,1778851800000,long,-1.0964223191778173
t100-only,XRP/USDT,30m,deep,1778851800000,long,-1.0964223191778173
canon,XRP/USDT,30m,ote,1778821200000,long,-1.0330732326014533
t100-241,XRP/USDT,30m,ote,1778821200000,long,-1.0330732326014533
t100-141-241,XRP/USDT,30m,ote,1778821200000,long,-1.0330732326014533
t100-161-241,XRP/USDT,30m,ote,1778821200000,long,-1.0330732326014533
t100-only,XRP/USDT,30m,ote,1778821200000,long,-1.0330732326014533
canon,XRP/USDT,30m,deep,1778851800000,long,-1.0673108922113672
t100-241,XRP/USDT,30m,deep,1778851800000,long,-1.0673108922113672
t100-141-241,XRP/USDT,30m,deep,1778851800000,long,-1.0673108922113672
t100-161-241,XRP/USDT,30m,deep,1778851800000,long,-1.0673108922113672
t100-only,XRP/USDT,30m,deep,1778851800000,long,-1.0673108922113672
canon,XRP/USDT,30m,ote,1778819400000,long,-1.0152106022052587
t100-241,XRP/USDT,30m,ote,1778819400000,long,-1.0152106022052587
t100-141-241,XRP/USDT,30m,ote,1778819400000,long,-1.0152106022052587
t100-161-241,XRP/USDT,30m,ote,1778819400000,long,-1.0152106022052587
t100-only,XRP/USDT,30m,ote,1778819400000,long,-1.0152106022052587
canon,XRP/USDT,30m,deep,1778853600000,long,-1.0388423308124877
t100-241,XRP/USDT,30m,deep,1778853600000,long,-1.0388423308124877
t100-141-241,XRP/USDT,30m,deep,1778853600000,long,-1.0388423308124877
t100-161-241,XRP/USDT,30m,deep,1778853600000,long,-1.0388423308124877
t100-only,XRP/USDT,30m,deep,1778853600000,long,-1.0388423308124877
canon,XRP/USDT,30m,ote,1780333200000,short,1.406580602143348
t100-241,XRP/USDT,30m,ote,1780333200000,short,1.1456359456547993
t100-141-241,XRP/USDT,30m,ote,1780333200000,short,1.0204673705911853
t100-161-241,XRP/USDT,30m,ote,1780333200000,short,1.1053274214817717
t100-only,XRP/USDT,30m,ote,1780333200000,short,0.2482409074868596
canon,XRP/USDT,30m,ote,1780543800000,short,1.397841945131025
t100-241,XRP/USDT,30m,ote,1780543800000,short,1.136897288642476
t100-141-241,XRP/USDT,30m,ote,1780543800000,short,1.0117287135788628
t100-161-241,XRP/USDT,30m,ote,1780543800000,short,1.0965887644694479
t100-only,XRP/USDT,30m,ote,1780543800000,short,0.23950225047453783
canon,XRP/USDT,30m,ote,1780687800000,short,0.3640574107682989
t100-241,XRP/USDT,30m,ote,1780687800000,short,0.1031127542797492
t100-141-241,XRP/USDT,30m,ote,1780687800000,short,0.05686422635073166
t100-161-241,XRP/USDT,30m,ote,1780687800000,short,0.05686422635073166
t100-only,XRP/USDT,30m,ote,1780687800000,short,0.24185833806680174
canon,XRP/USDT,30m,ote,1780938000000,long,-1.0383268055816102
t100-241,XRP/USDT,30m,ote,1780938000000,long,0.09982507275237396
t100-141-241,XRP/USDT,30m,ote,1780938000000,long,0.05354111330771259
t100-161-241,XRP/USDT,30m,ote,1780938000000,long,0.05354111330771259
t100-only,XRP/USDT,30m,ote,1780938000000,long,0.238676951086358
canon,XRP/USDT,30m,ote,1781575200000,long,-1.0127140612076095
t100-241,XRP/USDT,30m,ote,1781575200000,long,0.12360833538537357
t100-141-241,XRP/USDT,30m,ote,1781575200000,long,0.07793420318771252
t100-161-241,XRP/USDT,30m,ote,1781575200000,long,0.07793420318771252
t100-only,XRP/USDT,30m,ote,1781575200000,long,0.2606307319783568
canon,XRP/USDT,30m,ote,1781575200000,long,-1.0092084145589715
t100-241,XRP/USDT,30m,ote,1781575200000,long,-1.0092084145589715
t100-141-241,XRP/USDT,30m,ote,1781575200000,long,-1.0092084145589715
t100-161-241,XRP/USDT,30m,ote,1781575200000,long,-1.0092084145589715
t100-only,XRP/USDT,30m,ote,1781575200000,long,-1.0092084145589715
canon,XRP/USDT,30m,ote,1781632800000,short,0.348664099560049
t100-241,XRP/USDT,30m,ote,1781632800000,short,0.08771944307149748
t100-141-241,XRP/USDT,30m,ote,1781632800000,short,0.04107621485508828
t100-161-241,XRP/USDT,30m,ote,1781632800000,short,0.04107621485508828
t100-only,XRP/USDT,30m,ote,1781632800000,short,0.2276491277207251
canon,XRP/USDT,30m,ote,1782090000000,short,0.24589847328244493
t100-241,XRP/USDT,30m,ote,1782090000000,short,-0.015046183206107781
t100-141-241,XRP/USDT,30m,ote,1782090000000,short,0.208195165394403
t100-161-241,XRP/USDT,30m,ote,1782090000000,short,-0.0643244274809168
t100-only,XRP/USDT,30m,ote,1782090000000,short,0.13278854961831926
canon,XRP/USDT,30m,deep,1782090000000,short,1.0336439790576002
t100-241,XRP/USDT,30m,deep,1782090000000,short,0.49672643979057685
t100-141-241,XRP/USDT,30m,deep,1782090000000,short,1.1324546247818568
t100-161-241,XRP/USDT,30m,deep,1782090000000,short,0.2189432809773123
t100-only,XRP/USDT,30m,deep,1782090000000,short,1.3300759162303701
canon,XRP/USDT,30m,ote,1782739800000,long,0.3122426053497141
t100-241,XRP/USDT,30m,ote,1782739800000,long,0.05155876311052919
t100-141-241,XRP/USDT,30m,ote,1782739800000,long,0.27286954839776983
t100-161-241,XRP/USDT,30m,ote,1782739800000,long,0.004037205982745137
t100-only,XRP/USDT,30m,ote,1782739800000,long,0.19412343449388134
canon,XRP/USDT,30m,deep,1782819000000,long,-1.1850723662367533
t100-241,XRP/USDT,30m,deep,1782819000000,long,-1.1850723662367533
t100-141-241,XRP/USDT,30m,deep,1782819000000,long,-1.1850723662367533
t100-161-241,XRP/USDT,30m,deep,1782819000000,long,-1.1850723662367533
t100-only,XRP/USDT,30m,deep,1782819000000,long,-1.1850723662367533
canon,XRP/USDT,30m,ote,1782887400000,long,1.3686034108346483
t100-241,XRP/USDT,30m,ote,1782887400000,long,0.07029830915059401
t100-141-241,XRP/USDT,30m,ote,1782887400000,long,0.02325725320332316
t100-161-241,XRP/USDT,30m,ote,1782887400000,long,0.02325725320332316
t100-only,XRP/USDT,30m,ote,1782887400000,long,0.21142147699240654
canon,XRP/USDT,30m,ote,1783216800000,long,-1.1040262506230152
t100-241,XRP/USDT,30m,ote,1783216800000,long,0.0388184452139211
t100-141-241,XRP/USDT,30m,ote,1783216800000,long,-0.009029786731724283
t100-161-241,XRP/USDT,30m,ote,1783216800000,long,-0.009029786731724283
t100-only,XRP/USDT,30m,ote,1783216800000,long,0.18236314105085727
canon,XRP/USDT,30m,deep,1783229400000,long,-1.213303227721705
t100-241,XRP/USDT,30m,deep,1783229400000,long,-1.213303227721705
t100-141-241,XRP/USDT,30m,deep,1783229400000,long,-1.213303227721705
t100-161-241,XRP/USDT,30m,deep,1783229400000,long,-1.213303227721705
t100-only,XRP/USDT,30m,deep,1783229400000,long,-1.213303227721705
canon,XRP/USDT,30m,ote,1783587600000,long,0.2667379299613703
t100-241,XRP/USDT,30m,ote,1783587600000,long,0.006054087722185908
t100-141-241,XRP/USDT,30m,ote,1783587600000,long,-0.04263425595401784
t100-161-241,XRP/USDT,30m,ote,1783587600000,long,-0.04263425595401784
t100-only,XRP/USDT,30m,ote,1783587600000,long,0.15211911875079714
canon,XRP/USDT,30m,deep,1783612800000,long,3.7523388150211785
t100-241,XRP/USDT,30m,deep,1783612800000,long,3.2159579249688353
t100-141-241,XRP/USDT,30m,deep,1783612800000,long,2.9586695305534816
t100-161-241,XRP/USDT,30m,deep,1783612800000,long,3.1331023403266043
t100-only,XRP/USDT,30m,deep,1783612800000,long,1.3713309616180889
canon,XRP/USDT,1h,ote,1712649600000,long,0.3761339650244793
t100-241,XRP/USDT,1h,ote,1712649600000,long,0.11545012278529362
t100-141-241,XRP/USDT,1h,ote,1712649600000,long,0.33512266808087543
t100-161-241,XRP/USDT,1h,ote,1712649600000,long,0.06956680564916892
t100-only,XRP/USDT,1h,ote,1712649600000,long,0.25310007419366776
canon,XRP/USDT,1h,ote,1714532400000,short,0.3582866590568611
t100-241,XRP/USDT,1h,ote,1714532400000,short,0.09734200256831066
